,0
0,186.00300000000001
1,186.00300000000001
2,1236.001
3,1236.001
4,1236.001
5,936.002
6,936.002
7,936.002
8,936.002
9,936.002
10,936.002
11,936.002
12,936.002
13,936.002
14,936.002
15,936.002
16,1236.001
17,501.001
18,501.001
19,501.001
20,501.001
21,501.001
22,501.001
23,1236.001
24,1236.001
25,1236.001
26,1236.001
27,1236.001
28,1236.001
29,1236.001
30,1236.001
31,1236.001
32,1236.001
33,501.001
34,501.001
35,501.001
36,501.001
37,501.001
38,501.001
39,501.001
40,501.001
41,501.001
42,501.001
43,501.001
44,501.001
45,501.001
46,501.001
47,501.001
48,501.001
49,501.001
50,501.001
51,501.001
52,501.001
53,1236.001
54,1236.001
55,1236.001
56,1236.001
57,1236.001
58,1236.001
59,1236.001
60,1236.001
61,1236.001
62,1236.001
63,501.001
64,501.001
65,501.001
66,501.001
67,501.001
68,501.001
69,501.001
70,501.001
71,501.001
72,501.001
73,501.001
74,501.001
75,501.001
76,501.001
77,501.001
78,501.001
79,501.001
80,501.001
81,501.001
82,501.001
83,1236.001
84,1236.001
85,1236.001
86,1236.001
87,1236.001
88,1236.001
89,1236.001
90,1236.001
91,1236.001
92,1236.001
93,501.001
94,501.001
95,501.001
96,501.001
97,501.001
98,501.001
99,501.001
100,501.001
101,501.001
102,501.001
103,501.001
104,501.001
105,1236.001
106,1236.001
107,1236.001
108,1236.001
109,1236.001
110,1236.001
111,1236.001
112,1236.001
113,1236.001
114,1236.001
115,501.001
116,501.001
117,501.001
118,501.001
119,501.001
120,501.001
121,501.001
122,501.001
123,501.001
124,501.001
125,501.001
126,501.001
127,501.001
128,501.001
129,501.001
130,501.001
131,501.001
132,501.001
133,501.001
134,501.001
135,1236.001
136,1236.001
137,1236.001
138,1236.001
139,1236.001
140,1236.001
141,1236.001
142,1236.001
143,1236.001
144,1236.001
145,501.001
146,501.001
147,501.001
148,501.001
149,501.001
150,501.001
151,501.001
152,501.001
153,501.001
154,501.001
155,501.001
156,501.001
157,501.001
158,501.001
159,501.001
160,501.001
161,501.001
162,501.001
163,501.001
164,501.001
165,486.00199999999995
166,486.00199999999995
167,486.00199999999995
168,486.00199999999995
169,486.00199999999995
170,1236.001
171,1236.001
172,1236.001
173,1236.001
174,1236.001
175,1236.001
176,1236.001
177,1236.001
178,1236.001
179,1236.001
180,1236.001
181,501.001
182,501.001
183,501.001
184,501.001
185,501.001
186,501.001
187,501.001
188,501.001
189,501.001
190,1236.001
191,1236.001
192,1236.001
193,1236.001
194,1236.001
195,1236.001
196,1236.001
197,1236.001
198,1236.001
199,1236.001
200,501.001
201,501.001
202,501.001
203,501.001
204,501.001
205,501.001
206,501.001
207,501.001
208,501.001
209,501.001
210,501.001
211,501.001
212,501.001
213,501.001
214,501.001
215,501.001
216,501.001
217,501.001
218,501.001
219,501.001
220,1236.001
221,1236.001
222,1236.001
223,1236.001
224,1236.001
225,1236.001
226,1236.001
227,1236.001
228,1236.001
229,1236.001
230,501.001
231,501.001
232,501.001
233,501.001
234,501.001
235,501.001
236,501.001
237,501.001
238,501.001
239,501.001
240,501.001
241,501.001
