,0
0,3798.1270000000104
1,5008.1110000000135
2,5648.099000000013
3,6853.087000000012
4,7423.083000000012
5,7733.079000000012
6,8193.081000000011
7,8473.077000000012
8,8640.080000000013
9,8860.077000000012
10,8815.06900000001
11,8423.06900000001
12,7571.068000000009
13,7046.07100000001
14,6901.066000000009
15,6719.07000000001
16,6432.067000000007
17,5980.069000000008
18,5920.069000000009
19,5898.067000000006
20,6451.068000000009
21,7010.063000000008
22,6623.067000000008
23,6751.063000000008
24,6591.062000000009
25,6690.062000000009
26,7090.056000000008
27,7295.054000000007
28,6940.052000000007
29,6955.054000000007
30,6623.059000000006
31,6421.061000000006
32,6611.0540000000055
33,6866.048000000005
34,7291.044000000006
35,7079.042000000005
36,6939.039000000005
37,6497.035000000005
38,6450.034000000005
39,5835.033000000005
40,5570.032000000005
41,5703.032000000005
42,6103.033000000005
43,6098.034000000005
44,5288.034000000005
45,5127.038000000004
46,4720.038000000004
47,4860.037000000004
48,5140.035000000004
49,4998.036000000005
50,5099.042000000006
51,4964.042000000006
52,4404.046000000007
53,4294.0410000000065
54,4299.040000000005
55,4164.040000000005
56,4297.040000000005
57,4562.041000000005
58,4437.039000000004
59,4830.041000000005
60,4695.041000000005
61,4830.041000000005
62,4823.042000000005
63,5226.042000000005
64,5889.044000000005
65,6154.0450000000055
66,6017.045000000006
67,5465.047000000006
68,5740.046000000006
69,5605.046000000006
70,5742.046000000006
71,6152.0450000000055
72,6550.046000000007
73,6685.046000000007
74,6415.046000000007
75,6408.047000000006
76,6266.048000000006
77,6259.049000000006
78,6645.052000000007
79,6633.054000000008
80,6358.0550000000085
81,5551.054000000008
82,5419.053000000008
83,4729.056000000008
84,4599.055000000008
85,4197.0540000000055
86,4592.056000000006
87,5137.055000000008
88,4450.057000000006
89,4313.057000000006
90,4304.058000000006
91,4434.059000000007
92,4434.059000000007
93,4697.060000000007
94,5232.061000000007
95,5642.060000000009
96,5519.058000000009
97,5249.058000000008
98,5384.058000000008
99,5507.060000000009
100,5775.060000000009
101,6580.061000000009
102,6708.062000000009
103,6713.061000000009
104,6303.062000000009
105,6014.06500000001
106,5754.063000000008
107,5889.063000000009
108,6024.063000000009
109,6159.063000000009
110,5747.0640000000085
111,4660.065000000009
112,4653.066000000009
113,4383.066000000009
114,4103.068000000008
115,3404.0720000000038
116,3954.0700000000056
117,4909.068000000007
118,4762.070000000007
119,4350.071000000006
120,4350.071000000005
121,4615.0720000000065
122,3940.0720000000065
123,4338.073000000006
124,4888.071000000007
125,5428.071000000008
126,5693.072000000009
127,4876.0730000000085
128,5151.072000000008
129,5428.071000000009
130,5826.072000000009
131,6086.07400000001
132,6771.07200000001
133,7183.07100000001
134,6768.07300000001
135,7041.07200000001
136,6226.073000000009
137,6091.073000000009
138,5956.073000000009
139,5686.073000000009
140,5131.07600000001
141,4591.076000000009
142,4599.074000000008
143,4187.075000000008
144,3900.0780000000077
145,3910.076000000008
146,3505.0760000000073
147,3895.079000000007
148,3775.0760000000078
149,4180.076000000008
150,4450.07600000001
151,4720.07600000001
152,4590.07500000001
153,5260.076000000011
154,5253.07700000001
155,5663.076000000011
156,5933.076000000011
157,5649.078000000011
158,6054.078000000011
159,6061.077000000011
160,5926.077000000011
161,5784.078000000011
162,6184.079000000012
163,5506.080000000012
164,5774.080000000011
165,5374.079000000011
166,5634.081000000011
167,5509.079000000012
168,5514.078000000011
169,5507.079000000012
170,5097.080000000011
171,5222.082000000012
172,4957.081000000011
173,5083.08200000001
174,4813.08200000001
175,4806.08300000001
176,4126.084000000009
177,4401.083000000009
178,4136.0820000000085
179,4136.082000000009
180,4406.082000000009
181,4529.084000000009
182,4129.083000000009
183,4259.08400000001
184,4126.08400000001
185,4396.08400000001
186,4541.082000000009
187,4664.08400000001
188,4922.08600000001
189,5195.08500000001
190,5465.08500000001
191,5458.08600000001
192,5721.08700000001
193,5714.088000000011
194,6254.088000000011
195,5700.090000000011
196,5965.091000000011
197,5830.091000000011
198,5970.090000000011
199,5560.091000000011
200,5020.091000000011
201,4755.090000000011
202,5309.088000000009
203,5304.089000000011
204,5039.088000000009
205,4344.092000000008
206,4894.090000000009
207,4899.089000000009
208,4214.091000000008
209,4364.088000000009
210,4641.087000000009
211,5181.08700000001
212,4759.090000000011
213,4891.091000000009
214,5164.090000000011
215,5714.0880000000125
216,4769.088000000011
217,4904.088000000012
218,5444.088000000012
219,5707.089000000013
220,5837.090000000012
221,5560.091000000011
222,5707.089000000011
223,5702.090000000011
224,5432.090000000011
225,5157.091000000011
226,5157.09100000001
227,4752.091000000009
228,5297.090000000011
229,5302.089000000009
230,5032.089000000008
231,4762.089000000008
232,5167.089000000006
233,4492.089000000006
234,4217.0900000000065
235,4357.089000000006
236,5437.089000000009
237,5567.090000000009
238,4617.091000000008
239,4617.091000000008
240,4612.092000000008
241,5302.08900000001
242,4887.091000000011
243,5157.091000000011
244,5295.090000000011
245,5690.0920000000115
246,5143.093000000012
247,5413.093000000012
248,5538.095000000012
249,5823.092000000013
250,5958.092000000012
251,5700.090000000011
252,5157.091000000011
253,5557.0920000000115
254,5417.093000000012
255,5147.093000000012
256,4880.09200000001
257,4475.09200000001
258,5290.091000000011
259,5427.091000000011
260,5022.091000000009
261,4757.090000000008
262,5174.088000000009
263,4634.088000000008
264,4899.089000000008
265,4641.087000000007
266,5316.087000000009
267,5301.090000000008
268,4636.088000000008
269,4496.089000000008
270,4629.089000000008
