,0
0,3169.187000000009
1,4318.160000000019
2,6159.136000000018
3,6495.128000000018
4,6996.120000000017
5,7564.109000000017
6,8032.103000000016
7,7915.104000000016
8,8359.095000000016
9,8581.093000000015
10,7796.085000000014
11,7292.084000000012
12,7030.080000000013
13,6876.073000000011
14,6174.077000000011
15,6132.072000000009
16,5705.0730000000085
17,5757.069000000008
18,5473.066000000006
19,5693.066000000008
20,6347.068000000009
21,6537.068000000009
22,7168.068000000009
23,7134.078000000011
24,7325.071000000009
25,6772.077000000009
26,7277.078000000011
27,7171.07300000001
28,7635.067000000009
29,7831.06500000001
30,7120.029000000003
31,6965.026000000003
32,6870.0210000000025
33,6715.016000000001
34,6665.0120000000015
35,6735.010000000001
36,6270.004000000001
37,5770.0
38,5385.004000000001
39,5080.002
40,4950.001
41,5355.001
42,5085.001
43,4950.001
44,4540.002
45,4535.003000000001
46,4130.003000000001
47,4390.005
48,4000.002
49,3870.001
50,4005.001
51,4000.002
52,4280.0
53,4270.002
54,4540.002
55,4405.002
56,4540.002
57,4670.003000000001
58,4400.003000000001
59,4810.002
60,5085.001
61,4950.001
62,4815.001
63,4950.001
64,4950.001
65,5225.0
66,5225.0
67,4955.0
68,4950.001
69,4675.002
70,4415.0
71,4275.001
72,4135.002
73,4135.002
74,4275.001
75,4415.0
76,4550.0
77,5085.001
78,5355.001
79,5355.001
80,5220.001
81,4680.001
82,4810.002
83,4810.002
84,4805.003000000001
85,5080.002
86,5075.003000000001
87,4940.003000000001
88,4945.002
89,4815.001
90,5490.001
91,5755.002
92,5890.002
93,5620.002
94,5765.0
95,5765.0
96,5220.001
97,4815.001
98,4275.001
99,4270.002
100,4140.001
101,4400.003000000001
102,3860.003
103,4000.0020000000004
104,4000.0020000000004
105,3455.0030000000006
106,3725.003
107,4010.0
108,4415.0
109,4685.0
110,4685.0
111,4280.0
112,4280.0
113,4415.0
114,4820.0
115,5080.002
116,5355.001
117,5350.002
118,5350.002
119,5220.001
120,5625.001
121,5480.003000000001
122,5890.002
123,5755.002
124,5495.0
125,5620.002
126,5490.001
127,5625.001
128,5225.0
129,5085.001
130,4405.002
131,5075.003000000001
132,4395.004000000001
133,4120.005000000001
134,3715.005
135,3455.0030000000006
136,3465.001
137,3605.0
138,3875.0
139,4005.001
140,4140.001
141,4280.0
142,4680.001
143,4680.001
144,5360.0
145,5630.0
146,5620.002
147,5890.002
148,5750.003000000001
149,5895.001
150,6440.0
