,0
0,6382.253000000035
1,10874.204000000034
2,13415.166000000028
3,14187.151000000027
4,14708.150000000027
5,15339.145000000026
6,15721.142000000025
7,16480.144000000022
8,16940.138000000024
9,17344.135000000024
10,15634.128000000022
11,15488.11900000002
12,15010.109000000019
13,14508.105000000018
14,14330.101000000017
15,14251.096000000016
16,12965.099000000017
17,12623.090000000015
18,12471.082000000013
19,11381.088000000014
20,12083.081000000015
21,11897.079000000012
22,11938.077000000012
23,13033.06800000001
24,13077.05900000001
25,14085.06000000001
26,14093.05500000001
27,13946.051000000009
28,14063.045000000007
29,14135.043000000007
30,14023.039000000006
31,13968.036000000006
32,13395.029000000006
33,12862.032000000005
34,12325.028000000004
35,10699.024000000003
36,10640.022000000004
37,11368.016000000003
38,10828.011000000002
39,10520.004
40,10235.007000000001
41,9635.011000000002
42,9635.009000000002
43,9335.005000000001
44,9345.007000000001
45,9485.006000000001
46,10080.005000000001
47,9680.002
48,9790.003
49,9545.006000000001
50,9550.003
51,9430.004
52,9590.003
53,9725.003
54,9435.005000000001
55,9295.004
56,9550.001
57,9670.002
58,10655.0
59,11345.001
60,11305.003
61,11730.001
62,11020.002
63,11165.004
64,10475.001
65,10745.001
66,10750.002
67,10775.001
68,9800.001
69,9510.001
70,8990.001
71,8825.003
72,9650.004
73,10205.003
74,10895.002
75,10635.004
76,10520.002
77,10105.002
78,9960.002
79,9665.003
80,10210.002
81,9955.001
82,10095.004
83,9675.003
84,9685.005000000001
85,10400.001
86,10520.004
87,10630.003
88,10920.003
89,10780.006000000001
90,10465.009000000002
91,11040.006000000001
92,10195.005000000001
93,10340.003
94,9610.006000000001
95,9620.004
96,9915.003
97,9945.003
98,9825.002
99,9945.003
100,9250.003
101,9815.002
102,10360.003
103,10515.003
104,10810.002
105,10680.005000000001
106,10385.004
107,10110.003
108,10510.002
109,10785.003
110,11610.004
111,11045.003
112,11355.001
113,11050.004
114,10625.004
115,10920.003
116,11055.003
117,11605.001
118,11755.004
119,11195.004
120,11075.003
121,10795.001
122,10235.003
123,10660.001
124,9385.001
125,8650.003
126,8680.003
127,8835.003
128,8700.003
129,8835.003
130,8555.005000000001
131,9120.004
132,9125.003
133,9010.001
134,9845.002
135,10540.002
136,10400.001
137,9560.001
138,9960.002
139,10230.002
140,11070.002
141,10650.001
142,10625.004
143,10790.002
144,11210.001
145,10810.002
146,10525.001
147,10925.002
148,10535.001
149,10125.002
150,9690.002
151,9670.006000000001
152,10105.004
153,9960.002
154,9845.0
155,9265.0
156,9110.002
157,9245.002
158,9225.0
159,9365.001
160,9080.002
161,10055.002
162,9645.003
163,10215.001
164,10205.001
165,10895.004
166,11190.003
167,10490.002
168,10605.004
169,10900.001
170,11325.001
171,10620.001
172,10480.002
173,10080.001
174,10510.0
175,10510.002
176,11065.003
177,11915.003
178,11635.003
179,10945.004
180,11075.003
181,10920.005000000001
182,10785.005000000001
183,10485.005000000001
184,10795.003
185,9950.002
186,9540.003
187,9665.005000000001
188,9135.005000000001
189,9995.001
190,8880.004
191,9195.003
192,9730.002
193,10015.005000000001
194,9875.002
195,10575.001
196,10270.004
197,10160.001
198,10555.001
199,9975.003
200,10815.003
201,11225.002
202,10785.003
203,10745.003
204,10310.005000000001
205,10070.003
206,10080.001
207,10360.001
208,10780.0
209,10635.0
210,10475.001
211,10335.0
212,10220.0
213,9645.001
214,10080.001
215,10040.001
216,10485.001
217,10195.003
218,10070.003
219,10645.002
220,10100.003
221,9705.003
222,10260.002
223,10550.004
224,11110.002
225,11410.004
226,11390.006000000001
227,11395.005000000001
228,11545.002
229,10680.003
230,11515.002
231,11810.001
232,11100.0
233,10940.001
234,10665.0
235,10235.001
236,8945.002
237,9085.001
238,9515.0
239,8945.0
240,8925.002
241,9335.003
242,9485.002
243,9200.001
244,9345.001
245,9190.001
246,9755.004
247,9770.005000000001
248,9640.002
249,10210.002
250,9235.002
251,9100.004
252,9815.002
253,10225.003
254,10205.005000000001
255,10915.004
256,11340.004
257,11620.004
258,12065.002
259,11755.004
260,13020.002
261,12735.001
262,12035.002
263,11630.002
264,10795.003
265,10510.002
266,9940.002
267,9785.002
268,9645.001
269,9495.002
270,9215.002
271,10175.001
272,10055.0
273,9485.0
274,10055.0
275,9905.001
276,10340.001
277,10215.001
278,10220.001
279,9960.001
280,9525.001
281,8700.004
282,8840.004
283,9300.003
284,9415.005000000001
285,10135.004
286,10265.003
287,10685.004
288,11380.006000000001
289,11520.006000000001
290,12645.006000000001
291,11790.008000000002
292,11770.008000000002
293,11775.010000000002
294,11480.009000000002
295,10775.009000000002
296,10625.010000000002
297,10620.009000000002
298,10330.009000000002
299,10320.009000000002
300,10330.012000000002
301,10850.013000000003
302,10605.012000000002
303,10020.014000000003
304,9760.014000000003
305,9750.012000000002
306,9915.014000000003
307,9645.014000000003
308,9105.014000000003
309,8705.016000000003
310,8135.018000000003
311,8145.018000000002
312,8275.017000000002
313,8855.017000000002
314,9395.017000000002
315,10115.017000000002
316,10105.017000000002
317,10385.020000000002
318,11510.019000000002
319,11375.019000000004
320,12210.022000000004
321,11655.022000000004
322,11800.020000000004
323,11800.024000000005
324,11640.023000000005
325,10810.025000000005
326,10225.030000000006
327,10090.029000000006
328,10100.028000000006
329,10070.031000000004
330,9915.033000000005
331,10200.032000000005
332,10235.032000000007
333,9490.034000000005
334,9785.033000000005
335,9935.032000000005
336,9560.031000000004
337,9385.031000000003
