,0
0,620.0069999999998
1,2480.0050000000006
2,2880.0040000000004
3,2880.0040000000004
4,2880.0040000000004
5,2880.0040000000004
6,2880.0040000000004
7,2880.0040000000004
8,2880.0040000000004
9,2880.0040000000004
10,2880.0040000000004
11,2880.0040000000004
12,690.0049999999999
13,1080.0049999999999
14,1080.0049999999999
15,1080.0049999999999
16,1080.0049999999999
17,1080.0049999999999
18,1080.0049999999999
19,1080.0049999999999
20,1080.0049999999999
21,1080.0049999999999
22,1080.0049999999999
23,1080.0049999999999
24,1080.0049999999999
25,1080.0049999999999
26,3480.0040000000004
27,3480.0040000000004
28,3480.0040000000004
29,3480.0040000000004
30,3480.0040000000004
31,3480.0040000000004
32,3090.0040000000004
33,3090.0040000000004
34,6030.004000000001
35,6030.004000000001
36,6030.004000000001
37,6030.004000000001
38,6030.004000000001
39,6030.004000000001
40,6030.004000000001
41,6030.004000000001
42,6030.004000000001
43,6030.004000000001
44,3090.0040000000004
45,3090.0040000000004
46,3090.0040000000004
47,3090.0040000000004
48,3030.0050000000006
49,3030.0050000000006
50,3030.0050000000006
51,3030.0050000000006
52,3420.0050000000006
53,3480.0040000000004
54,3480.0040000000004
55,3480.0040000000004
56,3480.0040000000004
57,3480.0040000000004
58,3480.0040000000004
59,3480.0040000000004
60,3480.0040000000004
61,3480.0040000000004
62,3090.0040000000004
63,3090.0040000000004
64,3090.0040000000004
65,3090.0040000000004
66,3080.0050000000006
67,3080.0050000000006
68,3402.0040000000004
69,3402.0040000000004
70,3802.003
71,3802.003
72,3702.0040000000004
73,3702.0040000000004
74,3702.0040000000004
75,3702.0040000000004
76,3702.0040000000004
77,3702.0040000000004
78,3712.003
79,6652.003000000001
80,18652.003
81,18652.003
82,18652.003
83,18652.003
84,18652.003
85,18652.003
86,18652.003
87,18652.003
88,19042.003
89,16102.003
90,16102.003
91,16102.003
92,16102.003
93,16102.003
94,16102.003
95,16102.003
96,16102.003
97,16102.003
98,16102.003
99,16102.003
100,16102.003
101,16102.003
102,16102.003
103,16102.003
104,16102.003
105,16102.003
106,16102.003
107,16102.003
108,15712.003
109,18652.003
110,18652.003
111,18652.003
112,18652.003
113,18652.003
114,18652.003
115,18652.003
116,18652.003
117,18652.003
118,19042.003
119,16102.003
120,16102.003
121,16102.003
122,16102.003
123,16102.003
124,16102.003
125,16102.003
126,16102.003
127,16102.003
128,16102.003
129,16102.003
130,16102.003
131,16102.003
132,16102.003
133,16102.003
134,16102.003
135,16102.003
136,16102.003
137,16102.003
138,15712.003
139,18652.003
140,18652.003
141,18652.003
142,18652.003
143,18652.003
144,18652.003
145,18652.003
146,18652.003
147,18652.003
148,19042.003
149,16102.003
150,16102.003
151,16102.003
152,16102.003
153,16102.003
154,16102.003
155,16102.003
156,16102.003
157,16102.003
158,16102.003
159,16102.003
160,16102.003
161,16102.003
162,16102.003
163,16102.003
164,16102.003
165,16102.003
166,16102.003
167,16102.003
168,15712.003
169,18652.003
170,18652.003
171,18652.003
172,18652.003
173,18652.003
174,18652.003
175,18652.003
176,18652.003
177,18652.003
178,19042.003
179,16102.003
180,16102.003
181,16102.003
182,16102.003
183,16102.003
184,16102.003
185,16102.003
186,16102.003
187,16102.003
188,16102.003
189,16102.003
190,16102.003
191,16102.003
192,16102.003
193,16102.003
194,16102.003
195,16222.002
196,16222.002
197,16222.002
198,15832.002
199,18772.002
200,18772.002
201,18772.002
202,18772.002
203,18772.002
204,18772.002
205,18772.002
206,18772.002
207,18772.002
208,19162.002
209,16222.002
210,16222.002
211,16222.002
212,16222.002
213,16222.002
214,16222.002
215,16222.002
216,16222.002
217,16222.002
218,16222.002
219,16222.002
220,16222.002
221,16222.002
222,16222.002
223,16222.002
224,16222.002
225,16222.002
226,16222.002
227,16222.002
228,15832.002
229,18772.002
230,19084.001
231,19084.001
232,19084.001
233,18762.002
234,18762.002
235,18762.002
236,18762.002
237,18762.002
238,19152.002
239,16212.002
240,16212.002
241,16212.002
242,16212.002
243,16212.002
244,16212.002
245,16212.002
246,16212.002
247,16212.002
248,16212.002
249,16212.002
250,16212.002
251,16212.002
252,16212.002
253,16212.002
254,16212.002
255,16212.002
256,16212.002
257,16212.002
258,15822.002
259,15822.002
260,15822.002
261,15822.002
262,15822.002
263,15822.002
264,15822.002
265,15822.002
266,15822.002
267,15822.002
268,16380.001
269,16380.001
270,16380.001
271,16380.001
272,16380.001
273,16380.001
274,16380.001
275,16380.001
276,16380.001
277,16380.001
278,16380.001
279,16380.001
280,16380.001
281,16380.001
282,19320.001
283,19320.001
284,19320.001
285,19320.001
286,19320.001
287,19320.001
288,18930.001
289,18930.001
290,18930.001
291,18930.001
292,15990.001
293,15990.001
294,15990.001
295,15990.001
296,15990.001
297,15990.001
298,16380.001
299,16380.001
300,16380.001
301,16380.001
302,16380.001
303,16380.001
304,16380.002
305,16380.002
306,16380.002
307,16380.002
308,16380.002
309,16380.002
310,16380.002
311,16380.002
312,16380.002
313,16380.002
314,16380.002
315,16380.002
316,16380.002
317,16260.003
318,15870.003
319,15870.003
320,15870.003
321,15870.003
322,15870.003
323,15870.003
324,15870.003
325,15870.003
326,15870.003
327,15870.003
328,16260.003
329,16260.003
330,16260.004
331,16260.004
332,16260.005000000001
333,16260.005000000001
334,16260.005000000001
335,16260.005000000001
336,16260.006000000001
337,15060.007000000001
338,15060.007000000001
339,15060.007000000001
340,15060.007000000001
341,15060.007000000001
342,15810.006000000001
343,15810.006000000001
344,15810.006000000001
345,15810.006000000001
346,15810.006000000001
347,15810.006000000001
348,15420.006000000001
349,15420.006000000001
350,15420.006000000001
351,15420.006000000001
352,15420.006000000001
353,15420.006000000001
354,15420.006000000001
355,15420.006000000001
356,15420.006000000001
357,14670.007000000001
358,15060.007000000001
359,15060.007000000001
360,14460.007
361,14460.007
362,14460.007
363,14460.007
364,14460.007
365,14460.008
366,14460.008
367,14460.008
368,14460.009
369,15210.008
370,15224.007
371,15224.007
372,15224.007
373,15224.007
374,15224.007
375,15224.007
376,15224.007
377,15224.007
378,14834.007
379,14834.007
380,14834.007
381,14834.008
382,14834.008
383,14834.008
384,14834.008
385,14834.008
386,14874.007
387,14874.007
388,15264.007
389,15264.007
390,15264.007
391,15264.007
392,15264.008
393,15264.008
394,15264.008
395,15224.009
396,15224.01
397,15224.01
398,15224.01
399,15224.01
400,15224.01
401,15224.01
402,15224.01
403,15224.01
404,15264.009
405,15224.01
406,15224.01
407,15224.01
408,14834.01
409,14834.011
410,14834.011
411,14834.011
412,14834.011
413,14834.011
414,14834.011
415,14834.011
416,14834.011
417,14834.011
418,15224.011
419,15224.012
420,15224.012
421,15224.012
422,15224.012
423,15224.012
424,15224.012
425,15224.012
426,15224.012
427,15224.012
428,15224.012
429,15224.012
430,15224.012
431,15224.012
432,15284.012
433,15284.012
434,15284.012
435,15284.012
436,15284.012
437,15284.012
438,15214.011
439,15214.011
440,15214.011
441,15214.011
442,15284.010000000002
443,15284.010000000002
444,15284.010000000002
445,15284.010000000002
446,15284.010000000002
447,15284.010000000002
448,15674.010000000002
449,15674.010000000002
450,14910.012
451,14910.012
452,14910.012
453,15600.012
454,15600.012
455,15600.012
456,15720.011000000002
457,15720.011000000002
458,15720.011000000002
459,15720.011000000002
460,15720.011000000002
461,15720.011000000002
462,15720.011000000002
463,15720.011000000002
464,15750.010000000002
465,15750.010000000002
466,15750.010000000002
467,15890.009000000002
468,15500.009000000002
469,15500.009000000002
470,15500.009000000002
471,15500.009000000002
472,15500.009000000002
473,15500.009000000002
474,15500.009000000002
475,15500.009000000002
476,15500.009000000002
477,14750.009000000002
478,15140.009000000002
479,15140.009000000002
480,15140.009000000002
481,15140.009000000002
482,15140.009000000002
483,15140.009000000002
484,15140.009000000002
485,15140.009000000002
486,15140.009000000002
487,15140.009000000002
488,15140.010000000002
489,15140.010000000002
490,15140.010000000002
491,15140.010000000002
492,15140.010000000002
493,15140.010000000002
494,15380.009000000002
495,15380.009000000002
496,15380.009000000002
497,15380.009000000002
498,14990.009000000002
499,14990.009000000002
500,14990.009000000002
501,14990.009000000002
502,14990.009000000002
503,14990.009000000002
504,14990.009000000002
505,14990.009000000002
506,14990.009000000002
507,14990.009000000002
508,15380.009000000002
509,15380.009000000002
510,15380.009000000002
